"Drugs","MOA","Target","Phase","pert_id","moa_brd","moa_final","moa_manual"
"brd-k74767048",NA,NA,NA,"BRD-K74767048","Unknown","Unknown",NA
"brd-k74777906",NA,NA,NA,"BRD-K74777906","Unknown","Unknown",NA
"brd-k74797618",NA,NA,NA,"BRD-K74797618","Unknown","Unknown",NA
"brd-k74840245",NA,NA,NA,"BRD-K74840245","Unknown","Unknown",NA
"brd-k74931283",NA,NA,NA,"BRD-K74931283","Unknown","Unknown",NA
"brd-k74949371",NA,NA,NA,"BRD-K74949371","Unknown","Unknown",NA
"brd-k74980345",NA,NA,NA,"BRD-K74980345","Unknown","Unknown",NA
"brd-k74989018",NA,NA,NA,"BRD-K74989018","Unknown","Unknown",NA
"brd-k75081836",NA,NA,NA,"BRD-K75081836","Unknown","Unknown",NA
"brd-k75128590",NA,NA,NA,"BRD-K75128590","Unknown","Unknown",NA
"brd-k75302809",NA,NA,NA,"BRD-K75302809","Unknown","Unknown",NA
"brd-k75308990",NA,NA,NA,"BRD-K75308990","Unknown","Unknown",NA
"brd-k75329208",NA,NA,NA,"BRD-K75329208","Unknown","Unknown",NA
"brd-k75418381",NA,NA,NA,"BRD-K75418381","Unknown","Unknown",NA
"brd-k75430629",NA,NA,NA,"BRD-K75430629","Unknown","Unknown",NA
"brd-k75477256",NA,NA,NA,"BRD-K75477256","Unknown","Unknown",NA
"brd-k75644678",NA,NA,NA,"BRD-K75644678","Unknown","Unknown",NA
"brd-k76042595",NA,NA,NA,"BRD-K76042595","Unknown","Unknown",NA
"brd-k76079827",NA,NA,NA,"BRD-K76079827","Unknown","Unknown",NA
"brd-k76236182",NA,NA,NA,"BRD-K76236182","Unknown","Unknown",NA
"brd-k76357752",NA,NA,NA,"BRD-K76357752","Unknown","Unknown",NA
"brd-k76595177",NA,NA,NA,"BRD-K76595177","Unknown","Unknown",NA
"brd-k76691125",NA,NA,NA,"BRD-K76691125","Unknown","Unknown",NA
"brd-k76698671",NA,NA,NA,"BRD-K76698671","Unknown","Unknown",NA
"brd-k76938712",NA,NA,NA,"BRD-K76938712","Unknown","Unknown",NA
"brd-k76951091",NA,NA,NA,"BRD-K76951091","Unknown","Unknown",NA
"brd-k77480336",NA,NA,NA,"BRD-K77480336","Unknown","Unknown",NA
"brd-k77547509",NA,NA,NA,"BRD-K77547509","Unknown","Unknown",NA
"brd-k77547920",NA,NA,NA,"BRD-K77547920","Unknown","Unknown",NA
"brd-k77681376",NA,NA,NA,"BRD-K77681376","Unknown","Unknown",NA
"brd-k77690805",NA,NA,NA,"BRD-K77690805","Unknown","Unknown",NA
"brd-k77830450 (forskolin)",NA,NA,NA,"BRD-K77830450","adenylyl cyclase activator","adenylyl cyclase activator",NA
"brd-k77877933",NA,NA,NA,"BRD-K77877933","Unknown","Unknown",NA
"brd-k77987635",NA,NA,NA,"BRD-K77987635","Unknown","Unknown",NA
"brd-k78167523",NA,NA,NA,"BRD-K78167523","Unknown","Unknown",NA
"brd-k78189262",NA,NA,NA,"BRD-K78189262","Unknown","Unknown",NA
"brd-k78278890",NA,NA,NA,"BRD-K78278890","Unknown","Unknown",NA
"brd-k78294846",NA,NA,NA,"BRD-K78294846","calcium channel blocker","calcium channel blocker",NA
"brd-k78373679",NA,NA,NA,"BRD-K78373679","Unknown","Unknown",NA
"brd-k78385490",NA,NA,NA,"BRD-K78385490","Unknown","Unknown",NA
"brd-k78524708",NA,NA,NA,"BRD-K78524708","Unknown","Unknown",NA
"brd-k78549347",NA,NA,NA,"BRD-K78549347","Unknown","Unknown",NA
"brd-k78559095",NA,NA,NA,"BRD-K78559095","Unknown","Unknown",NA
"brd-k78596368",NA,NA,NA,"BRD-K78596368","Unknown","Unknown",NA
"brd-k78633253",NA,NA,NA,"BRD-K78633253","ARF inhibitor","ARF inhibitor",NA
"brd-k78701355",NA,NA,NA,"BRD-K78701355","Unknown","Unknown",NA
"brd-k78930611",NA,NA,NA,"BRD-K78930611","Unknown","Unknown",NA
"brd-k79131428",NA,NA,NA,"BRD-K79131428","Unknown","Unknown",NA
"brd-k79222491",NA,NA,NA,"BRD-K79222491","Unknown","Unknown",NA
"brd-k79235952",NA,NA,NA,"BRD-K79235952","Unknown","Unknown",NA
"brd-k79251086",NA,NA,NA,"BRD-K79251086","Unknown","Unknown",NA
"brd-k79382620",NA,NA,NA,"BRD-K79382620","Unknown","Unknown",NA
"brd-k79390395",NA,NA,NA,"BRD-K79390395","Unknown","Unknown",NA
"brd-k79404599",NA,NA,NA,"BRD-K79404599","PKC inhibitor","PKC inhibitor",NA
"brd-k79459005",NA,NA,NA,"BRD-K79459005","Unknown","Unknown",NA
"brd-k79491139",NA,NA,NA,"BRD-K79491139","Unknown","Unknown",NA
"brd-k79554012",NA,NA,NA,"BRD-K79554012","Unknown","Unknown",NA
"brd-k79619196",NA,NA,NA,"BRD-K79619196","Unknown","Unknown",NA
"brd-k79779816",NA,NA,NA,"BRD-K79779816","Unknown","Unknown",NA
"brd-k80094086",NA,NA,NA,"BRD-K80094086","Unknown","Unknown",NA
"brd-k80334323 (norethynodrel)",NA,NA,NA,"BRD-K80334323","progestogen hormone","progestogen hormone",NA
"brd-k80346834",NA,NA,NA,"BRD-K80346834","Unknown","Unknown",NA
"brd-k80348542",NA,NA,NA,"BRD-K80348542","Unknown","Unknown",NA
"brd-k80786583",NA,NA,NA,"BRD-K80786583","Unknown","Unknown",NA
"brd-k80981391",NA,NA,NA,"BRD-K80981391","Unknown","Unknown",NA
"brd-k81209512 (ag 494)",NA,NA,NA,"BRD-K81209512","Unknown","Unknown",NA
"brd-k81249836",NA,NA,NA,"BRD-K81249836","Unknown","Unknown",NA
"brd-k81314178",NA,NA,NA,"BRD-K81314178","Unknown","Unknown",NA
"brd-k81365078",NA,NA,NA,"BRD-K81365078","Unknown","Unknown",NA
"brd-k81441552",NA,NA,NA,"BRD-K81441552","Unknown","Unknown",NA
"brd-k81473043",NA,NA,NA,"BRD-K81473043","HSP inhibitor","HSP inhibitor",NA
"brd-k81514393",NA,NA,NA,"BRD-K81514393","Unknown","Unknown",NA
"brd-k81538844",NA,NA,NA,"BRD-K81538844","Unknown","Unknown",NA
"brd-k81609421",NA,NA,NA,"BRD-K81609421","Unknown","Unknown",NA
"brd-k81795824",NA,NA,NA,"BRD-K81795824","Unknown","Unknown",NA
"brd-k81813927",NA,NA,NA,"BRD-K81813927","Unknown","Unknown",NA
"brd-k81814927",NA,NA,NA,"BRD-K81814927","Unknown","Unknown",NA
"brd-k81927853",NA,NA,NA,"BRD-K81927853","Unknown","Unknown",NA
"brd-k82024442",NA,NA,NA,"BRD-K82024442","Unknown","Unknown",NA
"brd-k82092559",NA,NA,NA,"BRD-K82092559","Unknown","Unknown",NA
"brd-k82384352",NA,NA,NA,"BRD-K82384352","Unknown","Unknown",NA
"brd-k82492171",NA,NA,NA,"BRD-K82492171","Unknown","Unknown",NA
"brd-k82524003",NA,NA,NA,"BRD-K82524003","Unknown","Unknown",NA
"brd-k82580504",NA,NA,NA,"BRD-K82580504","Unknown","Unknown",NA
"brd-k82594686",NA,NA,NA,"BRD-K82594686","Unknown","Unknown",NA
"brd-k82732294",NA,NA,NA,"BRD-K82732294","Unknown","Unknown",NA
"brd-k82837433",NA,NA,NA,"BRD-K82837433","Unknown","Unknown",NA
"brd-k82857306",NA,NA,NA,"BRD-K82857306","Unknown","Unknown",NA
"brd-k82971429",NA,NA,NA,"BRD-K82971429","Unknown","Unknown",NA
"brd-k83048312",NA,NA,NA,"BRD-K83048312","Unknown","Unknown",NA
"brd-k83151319",NA,NA,NA,"BRD-K83151319","Unknown","Unknown",NA
"brd-k83194053",NA,NA,NA,"BRD-K83194053","Unknown","Unknown",NA
"brd-k83213280",NA,NA,NA,"BRD-K83213280","Unknown","Unknown",NA
"brd-k83336168",NA,NA,NA,"BRD-K83336168","Unknown","Unknown",NA
"brd-k83355732",NA,NA,NA,"BRD-K83355732","Unknown","Unknown",NA
"brd-k83509924",NA,NA,NA,"BRD-K83509924","Unknown","Unknown",NA
"brd-k83670234",NA,NA,NA,"BRD-K83670234","Unknown","Unknown",NA
"brd-k83691318",NA,NA,NA,"BRD-K83691318","Unknown","Unknown",NA
"brd-k83816656",NA,NA,NA,"BRD-K83816656","Unknown","Unknown",NA
"brd-k83929831",NA,NA,NA,"BRD-K83929831","Unknown","Unknown",NA
"brd-k83972459",NA,NA,NA,"BRD-K83972459","Unknown","Unknown",NA
"brd-k84085265",NA,NA,NA,"BRD-K84085265","Unknown","Unknown",NA
"brd-k84091085",NA,NA,NA,"BRD-K84091085","Unknown","Unknown",NA
"brd-k84106030",NA,NA,NA,"BRD-K84106030","Unknown","Unknown",NA
"brd-k84203638",NA,NA,NA,"BRD-K84203638","Unknown","Unknown",NA
"brd-k84450674",NA,NA,NA,"BRD-K84450674","Unknown","Unknown",NA
"brd-k84677391",NA,NA,NA,"BRD-K84677391","Unknown","Unknown",NA
"brd-k84762162",NA,NA,NA,"BRD-K84762162","Unknown","Unknown",NA
"brd-k84770158",NA,NA,NA,"BRD-K84770158","Unknown","Unknown",NA
"brd-k84855052",NA,NA,NA,"BRD-K84855052","Unknown","Unknown",NA
"brd-k84874839",NA,NA,NA,"BRD-K84874839","Unknown","Unknown",NA
"brd-k85051645",NA,NA,NA,"BRD-K85051645","Unknown","Unknown",NA
"brd-k85123403",NA,NA,NA,"BRD-K85123403","Unknown","Unknown",NA
"brd-k85275009",NA,NA,NA,"BRD-K85275009","Unknown","Unknown",NA
"brd-k85318537 (obaa)",NA,NA,NA,"BRD-K85318537","Unknown","Unknown",NA
"brd-k85592362",NA,NA,NA,"BRD-K85592362","Unknown","Unknown",NA
"brd-k85660637",NA,NA,NA,"BRD-K85660637","Unknown","Unknown",NA
"brd-k85818861",NA,NA,NA,"BRD-K85818861","Unknown","Unknown",NA
"brd-k85853281",NA,NA,NA,"BRD-K85853281","Unknown","Unknown",NA
"brd-k86027709",NA,NA,NA,"BRD-K86027709","Unknown","Unknown",NA
"brd-k86086851",NA,NA,NA,"BRD-K86086851","Unknown","Unknown",NA
"brd-k86110682",NA,NA,NA,"BRD-K86110682","Unknown","Unknown",NA
"brd-k86231656",NA,NA,NA,"BRD-K86231656","Unknown","Unknown",NA
"brd-k86269644",NA,NA,NA,"BRD-K86269644","Unknown","Unknown",NA
"brd-k86456986",NA,NA,NA,"BRD-K86456986","Unknown","Unknown",NA
"brd-k86472598",NA,NA,NA,"BRD-K86472598","Unknown","Unknown",NA
"brd-k86492010",NA,NA,NA,"BRD-K86492010","Unknown","Unknown",NA
"brd-k86574132",NA,NA,NA,"BRD-K86574132","Unknown","Unknown",NA
"brd-k86652643",NA,NA,NA,"BRD-K86652643","Unknown","Unknown",NA
"brd-k86682249",NA,NA,NA,"BRD-K86682249","Unknown","Unknown",NA
"brd-k86693415",NA,NA,NA,"BRD-K86693415","Unknown","Unknown",NA
"brd-k86761848",NA,NA,NA,"BRD-K86761848","Unknown","Unknown",NA
"brd-k86899078",NA,NA,NA,"BRD-K86899078","Unknown","Unknown",NA
"brd-k86901264",NA,NA,NA,"BRD-K86901264","Unknown","Unknown",NA
"brd-k87343924 (wortmannin)",NA,NA,NA,"BRD-K87343924","PI3K inhibitor","PI3K inhibitor",NA
"brd-k87387614",NA,NA,NA,"BRD-K87387614","Unknown","Unknown",NA
"brd-k87426499",NA,NA,NA,"BRD-K87426499","Unknown","Unknown",NA
"brd-k87573634",NA,NA,NA,"BRD-K87573634","Unknown","Unknown",NA
"brd-k87779281",NA,NA,NA,"BRD-K87779281","Unknown","Unknown",NA
"brd-k87909389",NA,NA,NA,"BRD-K87909389","CDK inhibitor","CDK inhibitor",NA
"brd-k87964538",NA,NA,NA,"BRD-K87964538","Unknown","Unknown",NA
"brd-k88008216",NA,NA,NA,"BRD-K88008216","Unknown","Unknown",NA
"brd-k88198340",NA,NA,NA,"BRD-K88198340","Unknown","Unknown",NA
"brd-k88278225",NA,NA,NA,"BRD-K88278225","Unknown","Unknown",NA
"brd-k88329126",NA,NA,NA,"BRD-K88329126","Unknown","Unknown",NA
"brd-k88542532",NA,NA,NA,"BRD-K88542532","Unknown","Unknown",NA
"brd-k88551539",NA,NA,NA,"BRD-K88551539","Unknown","Unknown",NA
"brd-k88556033",NA,NA,NA,"BRD-K88556033","Unknown","Unknown",NA
"brd-k88569143",NA,NA,NA,"BRD-K88569143","Unknown","Unknown",NA
"brd-k88708949",NA,NA,NA,"BRD-K88708949","Unknown","Unknown",NA
"brd-k88710727",NA,NA,NA,"BRD-K88710727","Unknown","Unknown",NA
"brd-k88742110",NA,NA,NA,"BRD-K88742110","HDAC inhibitor","HDAC inhibitor",NA
"brd-k88784410",NA,NA,NA,"BRD-K88784410","Unknown","Unknown",NA
"brd-k88832793",NA,NA,NA,"BRD-K88832793","Unknown","Unknown",NA
"brd-k88868628",NA,NA,NA,"BRD-K88868628","Unknown","Unknown",NA
"brd-k88964386",NA,NA,NA,"BRD-K88964386","Unknown","Unknown",NA
"brd-k89005359",NA,NA,NA,"BRD-K89005359","Unknown","Unknown",NA
"brd-k89009594",NA,NA,NA,"BRD-K89009594","Unknown","Unknown",NA
"brd-k89059493",NA,NA,NA,"BRD-K89059493","Unknown","Unknown",NA
"brd-k89156937",NA,NA,NA,"BRD-K89156937","Unknown","Unknown",NA
"brd-k89209981",NA,NA,NA,"BRD-K89209981","Unknown","Unknown",NA
"brd-k89224880",NA,NA,NA,"BRD-K89224880","Unknown","Unknown",NA
"brd-k89329876",NA,NA,NA,"BRD-K89329876","Unknown","Unknown",NA
"brd-k89451433",NA,NA,NA,"BRD-K89451433","Unknown","Unknown",NA
"brd-k89546934",NA,NA,NA,"BRD-K89546934","Unknown","Unknown",NA
"brd-k89558221",NA,NA,NA,"BRD-K89558221","Unknown","Unknown",NA
"brd-k89626439",NA,NA,NA,"BRD-K89626439","mTOR inhibitor","mTOR inhibitor",NA
"brd-k89692698",NA,NA,NA,"BRD-K89692698","Unknown","Unknown",NA
"brd-k89696951",NA,NA,NA,"BRD-K89696951","Unknown","Unknown",NA
"brd-k89784888",NA,NA,NA,"BRD-K89784888","Unknown","Unknown",NA
"brd-k89843224",NA,NA,NA,"BRD-K89843224","Unknown","Unknown",NA
"brd-k90072296",NA,NA,NA,"BRD-K90072296","Unknown","Unknown",NA
"brd-k90417362",NA,NA,NA,"BRD-K90417362","Unknown","Unknown",NA
"brd-k90430314",NA,NA,NA,"BRD-K90430314","Unknown","Unknown",NA
"brd-k90446118",NA,NA,NA,"BRD-K90446118","Unknown","Unknown",NA
"brd-k90543092",NA,NA,NA,"BRD-K90543092","estrogen receptor agonist, glucocorticoid receptor antagonist, progesterone receptor agonist, progesterone receptor antagonist","estrogen receptor agonist, glucocorticoid receptor antagonist, progesterone receptor agonist, progesterone receptor antagonist",NA
"brd-k90697054",NA,NA,NA,"BRD-K90697054","Unknown","Unknown",NA
"brd-k90700939",NA,NA,NA,"BRD-K90700939","Unknown","Unknown",NA
"brd-k90705745",NA,NA,NA,"BRD-K90705745","Unknown","Unknown",NA
"brd-k90735586",NA,NA,NA,"BRD-K90735586","Unknown","Unknown",NA
"brd-k90826279",NA,NA,NA,"BRD-K90826279","Unknown","Unknown",NA
"brd-k90864987",NA,NA,NA,"BRD-K90864987","Unknown","Unknown",NA
"brd-k90912239",NA,NA,NA,"BRD-K90912239","Unknown","Unknown",NA
"brd-k90970920",NA,NA,NA,"BRD-K90970920","Unknown","Unknown",NA
"brd-k90999434",NA,NA,NA,"BRD-K90999434","Unknown","Unknown",NA
"brd-k91047982",NA,NA,NA,"BRD-K91047982","Unknown","Unknown",NA
"brd-k91134378",NA,NA,NA,"BRD-K91134378","Unknown","Unknown",NA
"brd-k91145395",NA,NA,NA,"BRD-K91145395","Unknown","Unknown",NA
"brd-k91355947",NA,NA,NA,"BRD-K91355947","Unknown","Unknown",NA
"brd-k91449330",NA,NA,NA,"BRD-K91449330","Unknown","Unknown",NA
"brd-k91509126 (piceatannol)",NA,NA,NA,"BRD-K91509126","SYK inhibitor","SYK inhibitor",NA
"brd-k91517665",NA,NA,NA,"BRD-K91517665","Unknown","Unknown",NA
"brd-k91677732",NA,NA,NA,"BRD-K91677732","Unknown","Unknown",NA
"brd-k91701654",NA,NA,NA,"BRD-K91701654","MEK inhibitor","MEK inhibitor",NA
"brd-k91781484",NA,NA,NA,"BRD-K91781484","Unknown","Unknown",NA
"brd-k91818252",NA,NA,NA,"BRD-K91818252","Unknown","Unknown",NA
"brd-k91836367",NA,NA,NA,"BRD-K91836367","Unknown","Unknown",NA
"brd-k91913968",NA,NA,NA,"BRD-K91913968","Unknown","Unknown",NA
"brd-k91937579",NA,NA,NA,"BRD-K91937579","Unknown","Unknown",NA
"brd-k92107474",NA,NA,NA,"BRD-K92107474","Unknown","Unknown",NA
"brd-k92158425",NA,NA,NA,"BRD-K92158425","Unknown","Unknown",NA
"brd-k92301463",NA,NA,NA,"BRD-K92301463","Unknown","Unknown",NA
"brd-k92317137",NA,NA,NA,"BRD-K92317137","Unknown","Unknown",NA
"brd-k92419424",NA,NA,NA,"BRD-K92419424","Unknown","Unknown",NA
"brd-k92470030",NA,NA,NA,"BRD-K92470030","Unknown","Unknown",NA
"brd-k92742972",NA,NA,NA,"BRD-K92742972","Unknown","Unknown",NA
"brd-k92754162",NA,NA,NA,"BRD-K92754162","Unknown","Unknown",NA
"brd-k92980438",NA,NA,NA,"BRD-K92980438","hexokinase inhibitor","hexokinase inhibitor",NA
"brd-k92981876",NA,NA,NA,"BRD-K92981876","Unknown","Unknown",NA
"brd-k93127801",NA,NA,NA,"BRD-K93127801","Unknown","Unknown",NA
"brd-k93176058",NA,NA,NA,"BRD-K93176058","retinoid receptor agonist","retinoid receptor agonist",NA
"brd-k93215584",NA,NA,NA,"BRD-K93215584","Unknown","Unknown",NA
"brd-k93229693",NA,NA,NA,"BRD-K93229693","Unknown","Unknown",NA
"brd-k93296644",NA,NA,NA,"BRD-K93296644","Unknown","Unknown",NA
"brd-k93433262",NA,NA,NA,"BRD-K93433262","vitamin D receptor agonist","vitamin D receptor agonist",NA
"brd-k93443135",NA,NA,NA,"BRD-K93443135","Unknown","Unknown",NA
"brd-k93568044 (hydrocortisone)",NA,NA,NA,"BRD-K93568044","glucocorticoid receptor agonist","glucocorticoid receptor agonist",NA
"brd-k93578426",NA,NA,NA,"BRD-K93578426","Unknown","Unknown",NA
"brd-k93605482",NA,NA,NA,"BRD-K93605482","Unknown","Unknown",NA
"brd-k93754473 (tamoxifen citrate)",NA,NA,NA,"BRD-K93754473","estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","estrogen receptor antagonist, selective estrogen receptor modulator (SERM)",NA
"brd-k93760529",NA,NA,NA,"BRD-K93760529","Unknown","Unknown",NA
"brd-k93875449",NA,NA,NA,"BRD-K93875449","Unknown","Unknown",NA
"brd-k93899689",NA,NA,NA,"BRD-K93899689","Unknown","Unknown",NA
"brd-k94127894",NA,NA,NA,"BRD-K94127894","Unknown","Unknown",NA
"brd-k94173926",NA,NA,NA,"BRD-K94173926","Unknown","Unknown",NA
"brd-k94248251",NA,NA,NA,"BRD-K94248251","Unknown","Unknown",NA
"brd-k94325918",NA,NA,NA,"BRD-K94325918","Unknown","Unknown",NA
"brd-k94390040",NA,NA,NA,"BRD-K94390040","Unknown","Unknown",NA
"brd-k94544211",NA,NA,NA,"BRD-K94544211","Unknown","Unknown",NA
"brd-k94580036",NA,NA,NA,"BRD-K94580036","Unknown","Unknown",NA
"brd-k94841585",NA,NA,NA,"BRD-K94841585","Unknown","Unknown",NA
"brd-k94991378",NA,NA,NA,"BRD-K94991378","Unknown","Unknown",NA
"brd-k95138506",NA,NA,NA,"BRD-K95138506","Unknown","Unknown",NA
"brd-k95196255",NA,NA,NA,"BRD-K95196255","Unknown","Unknown",NA
"brd-k95495709",NA,NA,NA,"BRD-K95495709","Unknown","Unknown",NA
"brd-k95547711",NA,NA,NA,"BRD-K95547711","Unknown","Unknown",NA
"brd-k95561591",NA,NA,NA,"BRD-K95561591","Unknown","Unknown",NA
"brd-k95673125",NA,NA,NA,"BRD-K95673125","Unknown","Unknown",NA
"brd-k95760042",NA,NA,NA,"BRD-K95760042","Unknown","Unknown",NA
"brd-k95842463",NA,NA,NA,"BRD-K95842463","Unknown","Unknown",NA
"brd-k95895342",NA,NA,NA,"BRD-K95895342","Unknown","Unknown",NA
"brd-k95976153",NA,NA,NA,"BRD-K95976153","Unknown","Unknown",NA
"brd-k96072942",NA,NA,NA,"BRD-K96072942","Unknown","Unknown",NA
"brd-k96076993",NA,NA,NA,"BRD-K96076993","Unknown","Unknown",NA
"brd-k96083840",NA,NA,NA,"BRD-K96083840","Unknown","Unknown",NA
"brd-k96147838",NA,NA,NA,"BRD-K96147838","Unknown","Unknown",NA
"brd-k96167523",NA,NA,NA,"BRD-K96167523","Unknown","Unknown",NA
"brd-k96274284",NA,NA,NA,"BRD-K96274284","Unknown","Unknown",NA
"brd-k96352593",NA,NA,NA,"BRD-K96352593","Unknown","Unknown",NA
"brd-k96405393",NA,NA,NA,"BRD-K96405393","Unknown","Unknown",NA
"brd-k96433222",NA,NA,NA,"BRD-K96433222","Unknown","Unknown",NA
"brd-k96621343",NA,NA,NA,"BRD-K96621343","Unknown","Unknown",NA
"brd-k96704648",NA,NA,NA,"BRD-K96704648","Unknown","Unknown",NA
"brd-k96704748",NA,NA,NA,"BRD-K96704748","Unknown","Unknown",NA
"brd-k97149069",NA,NA,NA,"BRD-K97149069","Unknown","Unknown",NA
"brd-k97274161",NA,NA,NA,"BRD-K97274161","Unknown","Unknown",NA
"brd-k97534490",NA,NA,NA,"BRD-K97534490","Unknown","Unknown",NA
"brd-k97629076",NA,NA,NA,"BRD-K97629076","Unknown","Unknown",NA
"brd-k97701319",NA,NA,NA,"BRD-K97701319","Unknown","Unknown",NA
"brd-k97764662",NA,NA,NA,"BRD-K97764662","FGFR inhibitor, VEGFR inhibitor","FGFR inhibitor, VEGFR inhibitor",NA
"brd-k97926541",NA,NA,NA,"BRD-K97926541","Unknown","Unknown",NA
"brd-k97936712",NA,NA,NA,"BRD-K97936712","Unknown","Unknown",NA
"brd-k98004941",NA,NA,NA,"BRD-K98004941","Unknown","Unknown",NA
"brd-k98079119",NA,NA,NA,"BRD-K98079119","Unknown","Unknown",NA
"brd-k98173387",NA,NA,NA,"BRD-K98173387","Unknown","Unknown",NA
"brd-k98381590",NA,NA,NA,"BRD-K98381590","Unknown","Unknown",NA
"brd-k98426715",NA,NA,NA,"BRD-K98426715","Unknown","Unknown",NA
"brd-k98676510",NA,NA,NA,"BRD-K98676510","Unknown","Unknown",NA
"brd-k98714523",NA,NA,NA,"BRD-K98714523","Unknown","Unknown",NA
"brd-k98731749",NA,NA,NA,"BRD-K98731749","Unknown","Unknown",NA
"brd-k98739056",NA,NA,NA,"BRD-K98739056","Unknown","Unknown",NA
"brd-k98824517",NA,NA,NA,"BRD-K98824517","Unknown","Unknown",NA
"brd-k98834634",NA,NA,NA,"BRD-K98834634","Unknown","Unknown",NA
"brd-k98856658",NA,NA,NA,"BRD-K98856658","Unknown","Unknown",NA
"brd-k98896788",NA,NA,NA,"BRD-K98896788","Unknown","Unknown",NA
"brd-k99146421",NA,NA,NA,"BRD-K99146421","Unknown","Unknown",NA
"brd-k99311057",NA,NA,NA,"BRD-K99311057","Unknown","Unknown",NA
"brd-k99380810",NA,NA,NA,"BRD-K99380810","Unknown","Unknown",NA
"brd-k99475920",NA,NA,NA,"BRD-K99475920","Unknown","Unknown",NA
"brd-k99502566",NA,NA,NA,"BRD-K99502566","Unknown","Unknown",NA
"brd-k99582188",NA,NA,NA,"BRD-K99582188","Unknown","Unknown",NA
"brd-k99616396",NA,NA,NA,"BRD-K99616396","KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",NA
"brd-k99633092",NA,NA,NA,"BRD-K99633092","Unknown","Unknown",NA
"brd-k99696746",NA,NA,NA,"BRD-K99696746","Unknown","Unknown",NA
"brd-u00779237",NA,NA,NA,"BRD-U00779237","Unknown","Unknown",NA
"brd-u04166717",NA,NA,NA,"BRD-U04166717","Unknown","Unknown",NA
"brd-u25771771",NA,NA,NA,"BRD-U25771771","Unknown","Unknown",NA
"brd-u29336476",NA,NA,NA,"BRD-U29336476","Unknown","Unknown",NA
"brd-u31801276",NA,NA,NA,"BRD-U31801276","Unknown","Unknown",NA
"brd-u32049204",NA,NA,NA,"BRD-U32049204","Unknown","Unknown",NA
"brd-u32365159",NA,NA,NA,"BRD-U32365159","Unknown","Unknown",NA
"brd-u33728988",NA,NA,NA,"BRD-U33728988","Unknown","Unknown",NA
"brd-u37049823",NA,NA,NA,"BRD-U37049823","Unknown","Unknown",NA
"brd-u43867373",NA,NA,NA,"BRD-U43867373","Unknown","Unknown",NA
"brd-u44618005",NA,NA,NA,"BRD-U44618005","Unknown","Unknown",NA
"brd-u44700465",NA,NA,NA,"BRD-U44700465","Unknown","Unknown",NA
"brd-u51951544",NA,NA,NA,"BRD-U51951544","Unknown","Unknown",NA
"brd-u64289953",NA,NA,NA,"BRD-U64289953","Unknown","Unknown",NA
"brd-u68942961",NA,NA,NA,"BRD-U68942961","Unknown","Unknown",NA
"brd-u73238814",NA,NA,NA,"BRD-U73238814","Unknown","Unknown",NA
"brd-u74615290",NA,NA,NA,"BRD-U74615290","Unknown","Unknown",NA
"brd-u82589721",NA,NA,NA,"BRD-U82589721","Unknown","Unknown",NA
"brd-u86222656",NA,NA,NA,"BRD-U86222656","Unknown","Unknown",NA
"brd-u86922168",NA,NA,NA,"BRD-U86922168","Unknown","Unknown",NA
"brd-u88878891",NA,NA,NA,"BRD-U88878891","Unknown","Unknown",NA
"brefeldin-a","protein synthesis inhibitor","ARF1, CYTH2","Preclinical","BRD-A31107743","protein synthesis inhibitor","protein synthesis inhibitor",NA
"brimonidine","adrenergic receptor agonist","ADRA2A, ADRA2B, ADRA2C","Launched","BRD-K68264559","adrenergic receptor agonist","adrenergic receptor agonist",NA
"brinzolamide","carbonic anhydrase inhibitor","CA1, CA12, CA14, CA2, CA4, CA5A, CA7","Launched","BRD-K74913225","carbonic anhydrase inhibitor","carbonic anhydrase inhibitor",NA
"brivanib","FGFR inhibitor, VEGFR inhibitor","CYP3A4, FGFR1, FLT1, KCNH2, KDR","Phase 3","BRD-A21584801","FGFR inhibitor, VEGFR inhibitor","FGFR inhibitor, VEGFR inhibitor",NA
"brl-54443","serotonin receptor agonist","HTR1E, HTR1F","Preclinical","BRD-K17868609","serotonin receptor agonist","serotonin receptor agonist",NA
"brl 15572 hydrochloride","serotonin receptor antagonist","HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6","Preclinical","BRD-A51829654","serotonin receptor antagonist","serotonin receptor antagonist",NA
"brl 37344, sodium salt",NA,NA,NA,NA,NA,NA,NA
"bromhexine hydrochloride","mucolytic agent","","Launched","BRD-K47631482","mucolytic agent","mucolytic agent",NA
"bromocriptine mesylate","dopamine receptor agonist","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR6, HTR7","Launched","BRD-K72853990",NA,"dopamine receptor agonist","dopamine receptor agonist"
"bromocryptine mesylate",NA,NA,NA,NA,NA,NA,NA
"brompheniramine maleate","histamine receptor antagonist","HRH1","Launched","BRD-A68723818","histamine receptor antagonist","histamine receptor antagonist",NA
"bs-181","CDK inhibitor","CDK7","Preclinical",NA,NA,"CDK inhibitor",NA
